ENSEMBL_RNOR,Symbol
ENSRNOG00000059808,Blcap
ENSRNOG00000020551,Bles03
ENSRNOG00000058325,Bles04
ENSRNOG00000010798,Blk
ENSRNOG00000052726,Blk
ENSRNOG00000011213,Blm
ENSRNOG00000052978,Blm
ENSRNOG00000003563,Blmh
ENSRNOG00000047649,Blmh
ENSRNOG00000013967,Blnk
ENSRNOG00000054501,Blnk
ENSRNOG00000007784,Bloc1s1
ENSRNOG00000012684,Bloc1s2
ENSRNOG00000050981,Bloc1s2
ENSRNOG00000017463,Bloc1s3
ENSRNOG00000053789,Bloc1s3
ENSRNOG00000056509,Bloc1s4
ENSRNOG00000016497,Bloc1s5
ENSRNOG00000037160,Bloc1s6
ENSRNOG00000055928,Bloc1s6
ENSRNOG00000011778,Blvra
ENSRNOG00000053292,Blvra
ENSRNOG00000024410,Blvrb
ENSRNOG00000059795,Blvrb
ENSRNOG00000002884,Blzf1
ENSRNOG00000047126,Blzf2
ENSRNOG00000007529,Bmf
ENSRNOG00000050764,Bmf
ENSRNOG00000016585,Bmi1
ENSRNOG00000055980,Bmi2
ENSRNOG00000010890,Bmp1
ENSRNOG00000009316,Bmp10
ENSRNOG00000051886,Bmp11
ENSRNOG00000002984,Bmp15
ENSRNOG00000047230,Bmp16
ENSRNOG00000021276,Bmp2
ENSRNOG00000052782,Bmp2
ENSRNOG00000002040,Bmp2k
ENSRNOG00000046466,Bmp2k
ENSRNOG00000002381,Bmp3
ENSRNOG00000058791,Bmp3
ENSRNOG00000009694,Bmp4
ENSRNOG00000046756,Bmp4
ENSRNOG00000010917,Bmp5
ENSRNOG00000052097,Bmp5
ENSRNOG00000013717,Bmp6
ENSRNOG00000052802,Bmp6
ENSRNOG00000054350,Bmp7
ENSRNOG00000030155,Bmp8a
ENSRNOG00000061685,Bmp8a
ENSRNOG00000033209,Bmp8b
ENSRNOG00000015357,Bmper
ENSRNOG00000055272,Bmper
ENSRNOG00000016289,Bmpr1b
ENSRNOG00000055797,Bmpr1b
ENSRNOG00000022196,Bmpr2
ENSRNOG00000059103,Bmpr3
ENSRNOG00000006576,Bms1
ENSRNOG00000050018,Bms2
ENSRNOG00000007224,Bmt2
ENSRNOG00000050502,Bmt3
ENSRNOG00000003705,Bmx
ENSRNOG00000047756,Bmx
ENSRNOG00000042556,Bmyc
ENSRNOG00000019770,Bnc1
ENSRNOG00000006553,Bnc2
ENSRNOG00000057878,Bnc2
ENSRNOG00000050007,Bnc3
ENSRNOG00000020753,Bnip1
ENSRNOG00000058456,Bnip2
ENSRNOG00000017243,Bnip3
ENSRNOG00000009820,Bnip3l
ENSRNOG00000052167,Bnip3l
ENSRNOG00000056385,Bnip4
ENSRNOG00000021116,Bnipl
ENSRNOG00000058688,Bnipl
ENSRNOG00000002041,Boc
ENSRNOG00000046468,Boc
ENSRNOG00000020717,Bod1
ENSRNOG00000058435,Bod2
ENSRNOG00000018214,Bok
ENSRNOG00000056931,Bok
ENSRNOG00000021185,Bola1
ENSRNOG00000058735,Bola2
ENSRNOG00000021866,Bola3
ENSRNOG00000059004,Bola4
ENSRNOG00000021773,Bop1
ENSRNOG00000058968,Bop2
ENSRNOG00000024798,Bora
ENSRNOG00000059933,Bora
ENSRNOG00000006505,Borcs5
ENSRNOG00000006513,Borcs6
ENSRNOG00000049978,Borcs6
ENSRNOG00000020076,Borcs7
ENSRNOG00000049983,Borcs7
ENSRNOG00000020427,Borcs8
ENSRNOG00000058047,Borcs8
ENSRNOG00000058255,Borcs9
ENSRNOG00000010133,Bpgm
ENSRNOG00000052349,Bpgm
ENSRNOG00000017577,Bphl
ENSRNOG00000056570,Bphl
ENSRNOG00000034195,Bpi
ENSRNOG00000013859,Bpifa1
ENSRNOG00000013540,Bpifa2
ENSRNOG00000054440,Bpifa2
ENSRNOG00000036870,Bpifa2f
ENSRNOG00000013778,Bpifa3
ENSRNOG00000054258,Bpifa3
ENSRNOG00000054390,Bpifa4
ENSRNOG00000013908,Bpifa5
ENSRNOG00000054465,Bpifa6
ENSRNOG00000015468,Bpifb1
ENSRNOG00000012197,Bpifb2
ENSRNOG00000055337,Bpifb2
ENSRNOG00000013398,Bpifb3
ENSRNOG00000053527,Bpifb3
ENSRNOG00000034174,Bpifb4
ENSRNOG00000054184,Bpifb4
ENSRNOG00000025238,Bpifb5
ENSRNOG00000013371,Bpifb6
ENSRNOG00000060085,Bpifb6
ENSRNOG00000054163,Bpifb7
ENSRNOG00000022937,Bpifc
ENSRNOG00000059356,Bpifc
ENSRNOG00000002378,Bpnt1
ENSRNOG00000046752,Bpnt2
ENSRNOG00000010957,Braf
ENSRNOG00000052824,Braf
ENSRNOG00000001236,Brat1
ENSRNOG00000045816,Brat2
ENSRNOG00000020701,Brca1
ENSRNOG00000001111,Brca2
ENSRNOG00000058424,Brca2
ENSRNOG00000045690,Brca3
ENSRNOG00000004538,Brd1
ENSRNOG00000055454,Brd10
ENSRNOG00000000461,Brd2
ENSRNOG00000048478,Brd2
ENSRNOG00000007681,Brd3
ENSRNOG00000043325,Brd3
ENSRNOG00000006770,Brd4
ENSRNOG00000050890,Brd4
ENSRNOG00000050159,Brd5
ENSRNOG00000014419,Brd7
ENSRNOG00000020340,Brd8
ENSRNOG00000054760,Brd8
ENSRNOG00000015676,Brd9
ENSRNOG00000058194,Brd9
ENSRNOG00000002073,Brdt
ENSRNOG00000046494,Brdt
ENSRNOG00000004364,Bre
ENSRNOG00000048326,Bre
ENSRNOG00000014595,Brf1
ENSRNOG00000012739,Brf2
ENSRNOG00000054865,Brf2
ENSRNOG00000053826,Brf3
ENSRNOG00000001009,Bri3
ENSRNOG00000000979,Bri3bp
ENSRNOG00000045581,Bri3bp
ENSRNOG00000045614,Bri4
ENSRNOG00000009611,Bricd5
ENSRNOG00000052056,Bricd6
ENSRNOG00000005561,Brinp1
ENSRNOG00000005592,Brinp2
ENSRNOG00000049287,Brinp2
ENSRNOG00000002811,Brinp3
ENSRNOG00000049312,Brinp3
ENSRNOG00000047066,Brinp4
ENSRNOG00000018021,Brix1
ENSRNOG00000056826,Brix2
ENSRNOG00000010184,Brk1
ENSRNOG00000052382,Brk2
ENSRNOG00000008249,Brms1l
ENSRNOG00000051286,Brms1l
ENSRNOG00000008142,Brpf1
ENSRNOG00000051223,Brpf2
ENSRNOG00000028641,Brpf3
ENSRNOG00000061166,Brpf4
ENSRNOG00000000873,Brs3
ENSRNOG00000045211,Brs4
ENSRNOG00000017673,Brsk1
ENSRNOG00000020021,Brsk2
ENSRNOG00000056620,Brsk2
ENSRNOG00000058015,Brsk3
ENSRNOG00000001632,Brwd1
ENSRNOG00000046159,Brwd2
ENSRNOG00000002291,Brwd3
ENSRNOG00000046684,Brwd4
ENSRNOG00000008338,Bsdc1
ENSRNOG00000051330,Bsdc2
ENSRNOG00000008414,Bsg
ENSRNOG00000051368,Bsg
ENSRNOG00000030714,Bsn
ENSRNOG00000061886,Bsn
ENSRNOG00000006543,Bsnd
ENSRNOG00000050002,Bsnd
ENSRNOG00000015105,Bspry
ENSRNOG00000055141,Bspry
ENSRNOG00000003064,Bst1
ENSRNOG00000047279,Bst2
ENSRNOG00000024438,Bsx
ENSRNOG00000059809,Bsx
ENSRNOG00000017938,Btaf1
ENSRNOG00000056774,Btaf2
ENSRNOG00000019529,Btbd1
ENSRNOG00000014341,Btbd10
ENSRNOG00000043478,Btbd10
ENSRNOG00000005758,Btbd11
ENSRNOG00000054722,Btbd11
ENSRNOG00000049459,Btbd12
ENSRNOG00000036675,Btbd16
ENSRNOG00000003109,Btbd17
ENSRNOG00000047319,Btbd18
ENSRNOG00000042163,Btbd19
ENSRNOG00000018788,Btbd2
ENSRNOG00000057735,Btbd2
ENSRNOG00000008088,Btbd3
ENSRNOG00000057285,Btbd3
ENSRNOG00000051187,Btbd4
ENSRNOG00000014693,Btbd6
ENSRNOG00000008598,Btbd7
ENSRNOG00000054930,Btbd7
ENSRNOG00000023446,Btbd8
ENSRNOG00000051480,Btbd8
ENSRNOG00000000540,Btbd9
ENSRNOG00000059518,Btbd9
ENSRNOG00000002728,Btc
ENSRNOG00000046999,Btc
ENSRNOG00000019656,Btd
ENSRNOG00000057807,Btd
ENSRNOG00000016912,Btf3
ENSRNOG00000008512,Btf3l4
ENSRNOG00000051423,Btf3l5
ENSRNOG00000056177,Btf4
ENSRNOG00000004284,Btg1
ENSRNOG00000003300,Btg2
ENSRNOG00000048258,Btg2
ENSRNOG00000001555,Btg3
ENSRNOG00000047492,Btg3
ENSRNOG00000011277,Btg4
ENSRNOG00000046092,Btg4
ENSRNOG00000053008,Btg5
ENSRNOG00000030246,Btla
ENSRNOG00000061724,Btla
ENSRNOG00000017514,Btn1a1
ENSRNOG00000056539,Btn1a2
ENSRNOG00000038877,Btn2a2
ENSRNOG00000028541,Btnl2
ENSRNOG00000039396,Btnl3
ENSRNOG00000061129,Btnl3
ENSRNOG00000000446,Btnl7
ENSRNOG00000029340,Btnl8
ENSRNOG00000043304,Btnl8
ENSRNOG00000061410,Btnl9
ENSRNOG00000016280,Btrc
ENSRNOG00000055791,Btrc
ENSRNOG00000032778,Bub1
ENSRNOG00000007906,Bub1b
ENSRNOG00000051064,Bub1b
ENSRNOG00000020643,Bub3
ENSRNOG00000058383,Bub4
ENSRNOG00000018665,Bud13
ENSRNOG00000057207,Bud14
ENSRNOG00000000989,Bud31
ENSRNOG00000045593,Bud32
ENSRNOG00000013977,Bzw1
ENSRNOG00000005096,Bzw2
ENSRNOG00000054510,Bzw2
ENSRNOG00000048932,Bzw3
ENSRNOG00000054360,C10
ENSRNOG00000005982,C1d
ENSRNOG00000049637,C1d
ENSRNOG00000007804,C1galt1
ENSRNOG00000002536,C1galt1c1
ENSRNOG00000046869,C1galt1c2
ENSRNOG00000050997,C1galt2
ENSRNOG00000025523,C1H10orf76
ENSRNOG00000060186,C1H10orf77
ENSRNOG00000012807,C1qa
ENSRNOG00000053867,C1qa
ENSRNOG00000012749,C1qb
ENSRNOG00000053830,C1qb
ENSRNOG00000006949,C1qbp
ENSRNOG00000050289,C1qbp
ENSRNOG00000012804,C1qc
ENSRNOG00000053865,C1qc
ENSRNOG00000002963,C1ql1
ENSRNOG00000047212,C1ql2
ENSRNOG00000017459,C1ql3
ENSRNOG00000056505,C1ql4
ENSRNOG00000003259,C1qtnf1
ENSRNOG00000054398,C1qtnf10
ENSRNOG00000003870,C1qtnf2
ENSRNOG00000047453,C1qtnf2
ENSRNOG00000018570,C1qtnf3
ENSRNOG00000047901,C1qtnf3
ENSRNOG00000009140,C1qtnf4
ENSRNOG00000057162,C1qtnf4
ENSRNOG00000007613,C1qtnf5
ENSRNOG00000051776,C1qtnf5
ENSRNOG00000007300,C1qtnf6
ENSRNOG00000050840,C1qtnf6
ENSRNOG00000005094,C1qtnf7
ENSRNOG00000050566,C1qtnf7
ENSRNOG00000048931,C1qtnf8
ENSRNOG00000013793,C1qtnf9
ENSRNOG00000011796,C1r
ENSRNOG00000053300,C1r
ENSRNOG00000011718,C1rl
ENSRNOG00000053265,C1rl
ENSRNOG00000011971,C1s
ENSRNOG00000053394,C1s
ENSRNOG00000001621,C2cd2
ENSRNOG00000009719,C2cd2l
ENSRNOG00000052110,C2cd2l
ENSRNOG00000017608,C2cd3
ENSRNOG00000046151,C2cd3
ENSRNOG00000056588,C2cd4
ENSRNOG00000034236,C2cd4a
ENSRNOG00000009106,C2cd4b
ENSRNOG00000051760,C2cd4b
ENSRNOG00000008026,C2cd4c
ENSRNOG00000051142,C2cd4c
ENSRNOG00000020832,C2cd4d
ENSRNOG00000058496,C2cd4d
ENSRNOG00000014382,C2cd5
ENSRNOG00000054748,C2cd6
ENSRNOG00000009211,C3ar1
ENSRNOG00000051823,C3ar2
ENSRNOG00000000443,C4a
ENSRNOG00000043303,C4a
ENSRNOG00000030729,C4b
ENSRNOG00000061893,C4b
ENSRNOG00000004062,C4bpa
ENSRNOG00000048063,C4bpa
ENSRNOG00000004125,C4bpb
ENSRNOG00000048118,C4bpb
ENSRNOG00000018899,C5
ENSRNOG00000024115,C6
ENSRNOG00000057351,C6
ENSRNOG00000059708,C7
ENSRNOG00000007697,C8a
ENSRNOG00000050905,C8a
ENSRNOG00000007639,C8b
ENSRNOG00000050849,C8b
ENSRNOG00000028701,C8g
ENSRNOG00000061186,C8g
ENSRNOG00000013736,C9
ENSRNOG00000019098,Ca5a
ENSRNOG00000057474,Ca5a
ENSRNOG00000029330,Ca5b
ENSRNOG00000061406,Ca5b
ENSRNOG00000007299,Caap1
ENSRNOG00000050565,Caap2
ENSRNOG00000017297,Cab39
ENSRNOG00000011603,Cab39l
ENSRNOG00000053196,Cab39l
ENSRNOG00000056414,Cab40
ENSRNOG00000001237,Cabin1
ENSRNOG00000045817,Cabin2
ENSRNOG00000012795,Cables1
ENSRNOG00000053859,Cables2
ENSRNOG00000001173,Cabp1
ENSRNOG00000018339,Cabp2
ENSRNOG00000045752,Cabp2
ENSRNOG00000057006,Cabp3
ENSRNOG00000022044,Cabp4
ENSRNOG00000014787,Cabp5
ENSRNOG00000059062,Cabp5
ENSRNOG00000054977,Cabp6
ENSRNOG00000001950,Cabs1
ENSRNOG00000046397,Cabs2
ENSRNOG00000005840,Cacfd1
ENSRNOG00000049517,Cacfd2
ENSRNOG00000010514,Cachd1
ENSRNOG00000052556,Cachd2
ENSRNOG00000004560,Cacna1b
ENSRNOG00000048488,Cacna1b
ENSRNOG00000007090,Cacna1c
ENSRNOG00000050420,Cacna1c
ENSRNOG00000013147,Cacna1d
ENSRNOG00000054034,Cacna1d
ENSRNOG00000002863,Cacna1e
ENSRNOG00000047108,Cacna1e
ENSRNOG00000010348,Cacna1f
ENSRNOG00000052466,Cacna1f
ENSRNOG00000033893,Cacna1h
ENSRNOG00000033531,Cacna2d1
ENSRNOG00000015835,Cacna2d2
ENSRNOG00000031287,Cacna2d3
ENSRNOG00000055537,Cacna2d3
ENSRNOG00000008031,Cacna2d4
ENSRNOG00000051147,Cacna2d5
ENSRNOG00000004518,Cacnb1
ENSRNOG00000018378,Cacnb2
ENSRNOG00000048459,Cacnb2
ENSRNOG00000057032,Cacnb3
ENSRNOG00000007666,Cacnb4
ENSRNOG00000050879,Cacnb5
ENSRNOG00000003245,Cacng1
ENSRNOG00000006226,Cacng2
ENSRNOG00000047443,Cacng2
ENSRNOG00000012362,Cacng3
ENSRNOG00000049792,Cacng3
ENSRNOG00000003262,Cacng4
ENSRNOG00000053610,Cacng4
ENSRNOG00000003288,Cacng5
ENSRNOG00000047456,Cacng5
ENSRNOG00000047483,Cacng6
ENSRNOG00000039852,Cactin
ENSRNOG00000009954,Cacul1
ENSRNOG00000052242,Cacul2
ENSRNOG00000002572,Cacybp
ENSRNOG00000046905,Cacybp
ENSRNOG00000026474,Cad
ENSRNOG00000060480,Cad
ENSRNOG00000018778,Cadm1
ENSRNOG00000030840,Cadm2
ENSRNOG00000057277,Cadm2
ENSRNOG00000003365,Cadm3
ENSRNOG00000061928,Cadm3
ENSRNOG00000024243,Cadm4
ENSRNOG00000047528,Cadm4
ENSRNOG00000059752,Cadm5
ENSRNOG00000008570,Cadps
ENSRNOG00000051462,Cadps
ENSRNOG00000007636,Cadps2
ENSRNOG00000050847,Cadps3
ENSRNOG00000024111,Cage1
ENSRNOG00000059705,Cage2
ENSRNOG00000007456,Calb1
ENSRNOG00000016977,Calb2
ENSRNOG00000050699,Calb2
ENSRNOG00000056221,Calb3
ENSRNOG00000011130,Calca
ENSRNOG00000052922,Calca
ENSRNOG00000011074,Calcb
ENSRNOG00000052896,Calcb
ENSRNOG00000015447,Calcoco1
ENSRNOG00000055326,Calcoco2
ENSRNOG00000010053,Calcr
ENSRNOG00000052300,Calcr
ENSRNOG00000010233,Cald1
ENSRNOG00000052405,Cald2
ENSRNOG00000030682,Calhm1
ENSRNOG00000020325,Calhm2
ENSRNOG00000061874,Calhm2
ENSRNOG00000026086,Calhm3
ENSRNOG00000058186,Calhm3
ENSRNOG00000060365,Calhm4
ENSRNOG00000016770,Calm2
ENSRNOG00000030871,Calm2
ENSRNOG00000004060,Calm3
ENSRNOG00000056097,Calm3
ENSRNOG00000061942,Calm3
ENSRNOG00000048061,Calm4
ENSRNOG00000031955,Calml3
ENSRNOG00000038202,Calml4
ENSRNOG00000028576,Calml5
ENSRNOG00000061139,Calml6
ENSRNOG00000000886,Caln1
ENSRNOG00000045293,Caln2
ENSRNOG00000003029,Calr
ENSRNOG00000047258,Calr
ENSRNOG00000013260,Calr3
ENSRNOG00000037710,Calr4
ENSRNOG00000054102,Calr4
ENSRNOG00000006197,Calu
ENSRNOG00000049780,Calu
ENSRNOG00000018337,Caly
ENSRNOG00000057004,Caly
ENSRNOG00000021781,Camk1
ENSRNOG00000017882,Camk1d
ENSRNOG00000056740,Camk1d
ENSRNOG00000006470,Camk1g
ENSRNOG00000049954,Camk1g
ENSRNOG00000058971,Camk2
ENSRNOG00000018712,Camk2a
ENSRNOG00000057239,Camk2a
ENSRNOG00000011589,Camk2d
ENSRNOG00000053189,Camk2d
ENSRNOG00000009783,Camk2g
ENSRNOG00000052146,Camk2g
ENSRNOG00000016322,Camk2n1
ENSRNOG00000038184,Camk2n2
ENSRNOG00000055817,Camk2n2
ENSRNOG00000020478,Camk4
ENSRNOG00000058285,Camk5
ENSRNOG00000018242,Camkk1
ENSRNOG00000001309,Camkk2
ENSRNOG00000056951,Camkk2
ENSRNOG00000045897,Camkk3
ENSRNOG00000030629,Camkmt
ENSRNOG00000061852,Camkmt
ENSRNOG00000021911,Camlg
ENSRNOG00000059024,Camlg
ENSRNOG00000020733,Camp
ENSRNOG00000058444,Camp
ENSRNOG00000017883,Camsap1
ENSRNOG00000008741,Camsap2
ENSRNOG00000056741,Camsap2
ENSRNOG00000000986,Camsap3
ENSRNOG00000051561,Camsap3
ENSRNOG00000045586,Camsap4
ENSRNOG00000018602,Camta1
ENSRNOG00000004283,Camta2
ENSRNOG00000057175,Camta2
ENSRNOG00000048257,Camta3
ENSRNOG00000007834,Cand1
ENSRNOG00000010473,Cand2
ENSRNOG00000051025,Cand2
ENSRNOG00000052532,Cand3
ENSRNOG00000003239,Cant1
ENSRNOG00000047434,Cant2
ENSRNOG00000003343,Canx
ENSRNOG00000047513,Canx
ENSRNOG00000013492,Cap1
ENSRNOG00000054232,Cap2
ENSRNOG00000013668,Capg
ENSRNOG00000054326,Capg
ENSRNOG00000020935,Capn1
ENSRNOG00000057100,Capn10
ENSRNOG00000026025,Capn11
ENSRNOG00000020389,Capn12
ENSRNOG00000060341,Capn12
ENSRNOG00000032375,Capn13
ENSRNOG00000058228,Capn13
ENSRNOG00000020239,Capn15
ENSRNOG00000058132,Capn16
ENSRNOG00000034015,Capn2
ENSRNOG00000058562,Capn2
ENSRNOG00000008609,Capn3
ENSRNOG00000051487,Capn4
ENSRNOG00000014251,Capn5
ENSRNOG00000004882,Capn6
ENSRNOG00000054663,Capn6
ENSRNOG00000019273,Capn7
ENSRNOG00000048762,Capn7
ENSRNOG00000003468,Capn8
ENSRNOG00000057580,Capn8
ENSRNOG00000018480,Capn9
ENSRNOG00000047582,Capn9
ENSRNOG00000009152,Caprin1
ENSRNOG00000051786,Caprin2
ENSRNOG00000026600,Caps2
ENSRNOG00000060514,Caps3
ENSRNOG00000013538,Capza1
ENSRNOG00000054257,Capza2
ENSRNOG00000008727,Capza3
ENSRNOG00000051553,Capza4
ENSRNOG00000007330,Capzb
ENSRNOG00000050589,Capzb
ENSRNOG00000010698,Car1
ENSRNOG00000002626,Car10
ENSRNOG00000056284,Car10
ENSRNOG00000021017,Car11
ENSRNOG00000046940,Car11
ENSRNOG00000017766,Car12
ENSRNOG00000058614,Car12
ENSRNOG00000021323,Car13
ENSRNOG00000056673,Car13
ENSRNOG00000023162,Car14
ENSRNOG00000058810,Car14
ENSRNOG00000037983,Car15
ENSRNOG00000059427,Car15
ENSRNOG00000009629,Car2
ENSRNOG00000052668,Car2
ENSRNOG00000010079,Car3
ENSRNOG00000052064,Car3
ENSRNOG00000002916,Car4
ENSRNOG00000052314,Car4
ENSRNOG00000047153,Car5
ENSRNOG00000021355,Car6
ENSRNOG00000012371,Car7
ENSRNOG00000058819,Car7
ENSRNOG00000005669,Car8
ENSRNOG00000053617,Car8
ENSRNOG00000017073,Car9
ENSRNOG00000049380,Car9
ENSRNOG00000008401,Card10
ENSRNOG00000024277,Card11
ENSRNOG00000051362,Card11
ENSRNOG00000059762,Card12
ENSRNOG00000016560,Card19
ENSRNOG00000055964,Card20
ENSRNOG00000001271,Card6
ENSRNOG00000045857,Card7
ENSRNOG00000017491,Carf
ENSRNOG00000056523,Carf
ENSRNOG00000002610,Carhsp1
ENSRNOG00000046930,Carhsp2
ENSRNOG00000031129,Carm1
ENSRNOG00000062031,Carm2
ENSRNOG00000016576,Carmil1
ENSRNOG00000024452,Carmil2
ENSRNOG00000055974,Carmil2
ENSRNOG00000025518,Carmil3
ENSRNOG00000059813,Carmil3
ENSRNOG00000060182,Carmil4
ENSRNOG00000012872,Carnmt1
ENSRNOG00000053904,Carnmt2
ENSRNOG00000018603,Carns1
ENSRNOG00000057176,Carns2
ENSRNOG00000020651,Cars
ENSRNOG00000058388,Cars
ENSRNOG00000014526,Cars2
ENSRNOG00000054828,Cars3
ENSRNOG00000017712,Cartpt
ENSRNOG00000056644,Cartpt
ENSRNOG00000027630,Casc1
ENSRNOG00000060843,Casc2
ENSRNOG00000009716,Casc3
ENSRNOG00000016357,Casc4
ENSRNOG00000052108,Casc4
ENSRNOG00000055839,Casc5
ENSRNOG00000003054,Cask
ENSRNOG00000047275,Cask
ENSRNOG00000003195,Caskin1
ENSRNOG00000004310,Caskin2
ENSRNOG00000047384,Caskin2
ENSRNOG00000048288,Caskin3
ENSRNOG00000007372,Casp1
ENSRNOG00000053936,Casp10
ENSRNOG00000033434,Casp12
ENSRNOG00000007352,Casp14
ENSRNOG00000050612,Casp15
ENSRNOG00000016707,Casp2
ENSRNOG00000050630,Casp2
ENSRNOG00000010475,Casp3
ENSRNOG00000056060,Casp3
ENSRNOG00000033697,Casp4
ENSRNOG00000052534,Casp4
ENSRNOG00000009508,Casp6
ENSRNOG00000051994,Casp7
ENSRNOG00000012331,Casp8
ENSRNOG00000006487,Casp8ap2
ENSRNOG00000049965,Casp8ap3
ENSRNOG00000012944,Casp9
ENSRNOG00000053593,Casp9
ENSRNOG00000006930,Casq1
ENSRNOG00000016243,Casq2
ENSRNOG00000050271,Casq2
ENSRNOG00000055761,Casq3
ENSRNOG00000002265,Casr
ENSRNOG00000046663,Casr
ENSRNOG00000021560,Cass4
ENSRNOG00000058898,Cass5
ENSRNOG00000010286,Cast
ENSRNOG00000052439,Cast
ENSRNOG00000013474,Casz1
ENSRNOG00000054225,Casz2
ENSRNOG00000008364,Cat
ENSRNOG00000051341,Cat
ENSRNOG00000037835,Catip
ENSRNOG00000023064,Catsper2
ENSRNOG00000011374,Catsper3
ENSRNOG00000059392,Catsper3
ENSRNOG00000016312,Catsper4
ENSRNOG00000053064,Catsper4
ENSRNOG00000055812,Catsper5
ENSRNOG00000005798,Cav3
ENSRNOG00000049495,Cav4
ENSRNOG00000024349,Cbarp
ENSRNOG00000059782,Cbarp
ENSRNOG00000016352,Cbfa2t2
ENSRNOG00000014723,Cbfa2t3
ENSRNOG00000055835,Cbfa2t3
ENSRNOG00000054948,Cbfa2t4
ENSRNOG00000014647,Cbfb
ENSRNOG00000054900,Cbfb
ENSRNOG00000008444,Cbl
ENSRNOG00000051383,Cbl
ENSRNOG00000001982,Cblb
ENSRNOG00000046427,Cblb
ENSRNOG00000018953,Cblc
ENSRNOG00000057388,Cblc
ENSRNOG00000007253,Cbll1
ENSRNOG00000050534,Cbll2
ENSRNOG00000000010,Cbln1
ENSRNOG00000013654,Cbln2
ENSRNOG00000042814,Cbln2
ENSRNOG00000020503,Cbln3
ENSRNOG00000054317,Cbln3
ENSRNOG00000004372,Cbln4
ENSRNOG00000058301,Cbln4
ENSRNOG00000048329,Cbln5
ENSRNOG00000001701,Cbr3
ENSRNOG00000024411,Cbr4
ENSRNOG00000046199,Cbr4
ENSRNOG00000059796,Cbr5
ENSRNOG00000029528,Cbs
ENSRNOG00000061464,Cbs
ENSRNOG00000015516,Cbwd1
ENSRNOG00000055361,Cbwd2
ENSRNOG00000008689,Cbx1
ENSRNOG00000051533,Cbx2
ENSRNOG00000011814,Cbx3
ENSRNOG00000053308,Cbx4
ENSRNOG00000036841,Cbx5
ENSRNOG00000016875,Cbx7
ENSRNOG00000056156,Cbx8
ENSRNOG00000013892,Cby1
ENSRNOG00000054457,Cby2
ENSRNOG00000003395,Cby3
ENSRNOG00000047541,Cby4
ENSRNOG00000006747,Cc2d1a
ENSRNOG00000050142,Cc2d1a
ENSRNOG00000008634,Cc2d1b
ENSRNOG00000051504,Cc2d1b
ENSRNOG00000000397,Ccar1
ENSRNOG00000018295,Ccar2
ENSRNOG00000043197,Ccar2
ENSRNOG00000056982,Ccar3
ENSRNOG00000024536,Ccbe1
ENSRNOG00000059847,Ccbe2
ENSRNOG00000025843,Ccdc102a
ENSRNOG00000060290,Ccdc102a
ENSRNOG00000002905,Ccdc103
ENSRNOG00000047142,Ccdc104
ENSRNOG00000007375,Ccdc105
ENSRNOG00000015997,Ccdc106
ENSRNOG00000050634,Ccdc106
ENSRNOG00000017253,Ccdc107
ENSRNOG00000055615,Ccdc107
ENSRNOG00000056393,Ccdc108
ENSRNOG00000003559,Ccdc112
ENSRNOG00000047645,Ccdc113
ENSRNOG00000021109,Ccdc114
ENSRNOG00000013234,Ccdc115
ENSRNOG00000058685,Ccdc115
ENSRNOG00000001860,Ccdc116
ENSRNOG00000054083,Ccdc116
ENSRNOG00000010706,Ccdc117
ENSRNOG00000046335,Ccdc117
ENSRNOG00000052672,Ccdc118
ENSRNOG00000020946,Ccdc12
ENSRNOG00000009687,Ccdc120
ENSRNOG00000022717,Ccdc121
ENSRNOG00000052092,Ccdc121
ENSRNOG00000042404,Ccdc122
ENSRNOG00000059277,Ccdc122
ENSRNOG00000018932,Ccdc124
ENSRNOG00000027410,Ccdc125
ENSRNOG00000057373,Ccdc125
ENSRNOG00000009322,Ccdc126
ENSRNOG00000060783,Ccdc126
ENSRNOG00000012775,Ccdc127
ENSRNOG00000051888,Ccdc127
ENSRNOG00000053847,Ccdc128
ENSRNOG00000012165,Ccdc129
ENSRNOG00000025643,Ccdc13
ENSRNOG00000058571,Ccdc13
ENSRNOG00000008319,Ccdc130
ENSRNOG00000053509,Ccdc130
ENSRNOG00000051321,Ccdc131
ENSRNOG00000007262,Ccdc134
ENSRNOG00000050544,Ccdc135
ENSRNOG00000007100,Ccdc136
ENSRNOG00000050428,Ccdc137
ENSRNOG00000028581,Ccdc138
ENSRNOG00000061142,Ccdc139
ENSRNOG00000021469,Ccdc14
ENSRNOG00000060230,Ccdc14
ENSRNOG00000012580,Ccdc141
ENSRNOG00000053731,Ccdc142
ENSRNOG00000012932,Ccdc146
ENSRNOG00000053929,Ccdc147
ENSRNOG00000024454,Ccdc149
ENSRNOG00000032180,Ccdc15
ENSRNOG00000058862,Ccdc15
ENSRNOG00000013318,Ccdc150
ENSRNOG00000059814,Ccdc150
ENSRNOG00000013263,Ccdc151
ENSRNOG00000054135,Ccdc151
ENSRNOG00000039473,Ccdc152
ENSRNOG00000054105,Ccdc152
ENSRNOG00000039086,Ccdc153
ENSRNOG00000030541,Ccdc154
ENSRNOG00000025378,Ccdc155
ENSRNOG00000061829,Ccdc155
ENSRNOG00000060133,Ccdc156
ENSRNOG00000005147,Ccdc157
ENSRNOG00000002204,Ccdc158
ENSRNOG00000048979,Ccdc158
ENSRNOG00000011799,Ccdc159
ENSRNOG00000046621,Ccdc159
