ENSEMBL_RNOR,Symbol
ENSRNOG00000045653,Itih3
ENSRNOG00000017381,Itih4
ENSRNOG00000056630,Itih4
ENSRNOG00000056459,Itih5
ENSRNOG00000006860,Itk
ENSRNOG00000050224,Itk
ENSRNOG00000004678,Itln1
ENSRNOG00000048580,Itln2
ENSRNOG00000002365,Itm2a
ENSRNOG00000046741,Itm2a
ENSRNOG00000016271,Itm2b
ENSRNOG00000055784,Itm2b
ENSRNOG00000017359,Itm2c
ENSRNOG00000056446,Itm2c
ENSRNOG00000021233,Itpa
ENSRNOG00000058761,Itpa
ENSRNOG00000008051,Itpk1
ENSRNOG00000051163,Itpk2
ENSRNOG00000005284,Itpka
ENSRNOG00000049074,Itpka
ENSRNOG00000002969,Itpkb
ENSRNOG00000047215,Itpkb
ENSRNOG00000013945,Itpkc
ENSRNOG00000054486,Itpkc
ENSRNOG00000007104,Itpr1
ENSRNOG00000001804,Itpr2
ENSRNOG00000050430,Itpr2
ENSRNOG00000046294,Itpr3
ENSRNOG00000012151,Itpripl1
ENSRNOG00000036762,Itpripl2
ENSRNOG00000053500,Itpripl2
ENSRNOG00000002001,Itsn1
ENSRNOG00000046440,Itsn2
ENSRNOG00000009421,Ivd
ENSRNOG00000051945,Ivd
ENSRNOG00000009314,Ivl
ENSRNOG00000051885,Ivl
ENSRNOG00000002618,Ivns1abp
ENSRNOG00000046936,Ivns1abp
ENSRNOG00000014630,Iws1
ENSRNOG00000054891,Iws2
ENSRNOG00000016286,Iyd
ENSRNOG00000055795,Iyd
ENSRNOG00000024678,Izumo1
ENSRNOG00000019894,Izumo1r
ENSRNOG00000057939,Izumo1r
ENSRNOG00000059895,Izumo2
ENSRNOG00000022488,Izumo3
ENSRNOG00000031950,Izumo4
ENSRNOG00000059203,Izumo4
ENSRNOG00000014066,Jade1
ENSRNOG00000004956,Jade2
ENSRNOG00000054557,Jade2
ENSRNOG00000039837,Jade3
ENSRNOG00000048835,Jade3
ENSRNOG00000007443,Jag1
ENSRNOG00000013927,Jag2
ENSRNOG00000050691,Jag2
ENSRNOG00000054475,Jag3
ENSRNOG00000009175,Jagn1
ENSRNOG00000051800,Jagn2
ENSRNOG00000011157,Jak1
ENSRNOG00000052943,Jak2
ENSRNOG00000018669,Jak3
ENSRNOG00000057210,Jak4
ENSRNOG00000004998,Jakmip1
ENSRNOG00000019159,Jakmip2
ENSRNOG00000048860,Jakmip2
ENSRNOG00000027590,Jakmip3
ENSRNOG00000057507,Jakmip3
ENSRNOG00000060831,Jakmip4
ENSRNOG00000009149,Jam3
ENSRNOG00000051783,Jam4
ENSRNOG00000026702,Jaml
ENSRNOG00000060546,Jaml
ENSRNOG00000027026,Jazf1
ENSRNOG00000060662,Jazf2
ENSRNOG00000003666,Jchain
ENSRNOG00000047720,Jchain
ENSRNOG00000008224,Jdp2
ENSRNOG00000051270,Jdp3
ENSRNOG00000004751,Jkamp
ENSRNOG00000048656,Jkamp
ENSRNOG00000022438,Jmjd4
ENSRNOG00000059187,Jmjd5
ENSRNOG00000000250,Jmjd6
ENSRNOG00000043095,Jmjd7
ENSRNOG00000019729,Jmjd8
ENSRNOG00000057852,Jmjd9
ENSRNOG00000014440,Josd1
ENSRNOG00000019442,Josd2
ENSRNOG00000054772,Josd2
ENSRNOG00000057680,Josd3
ENSRNOG00000006110,Jph1
ENSRNOG00000008170,Jph2
ENSRNOG00000049734,Jph2
ENSRNOG00000018784,Jph3
ENSRNOG00000051240,Jph3
ENSRNOG00000025589,Jph4
ENSRNOG00000057282,Jph4
ENSRNOG00000060204,Jph5
ENSRNOG00000027238,Jrk
ENSRNOG00000060728,Jrk
ENSRNOG00000032951,Jsrp1
ENSRNOG00000016379,Jtb
ENSRNOG00000055853,Jtb
ENSRNOG00000060432,Jul
ENSRNOG00000026293,Jun
ENSRNOG00000019568,Jund
ENSRNOG00000057754,Jund
ENSRNOG00000015380,Jup
ENSRNOG00000055282,Jup
ENSRNOG00000001706,Kalrn
ENSRNOG00000046203,Kalrn
ENSRNOG00000016023,Kank1
ENSRNOG00000010643,Kank2
ENSRNOG00000055629,Kank2
ENSRNOG00000007230,Kank3
ENSRNOG00000052638,Kank3
ENSRNOG00000007779,Kank4
ENSRNOG00000050508,Kank4
ENSRNOG00000050977,Kank5
ENSRNOG00000028149,Kansl1l
ENSRNOG00000061003,Kansl1l
ENSRNOG00000015417,Kansl3
ENSRNOG00000055304,Kansl4
ENSRNOG00000005858,Kap
ENSRNOG00000049529,Kap
ENSRNOG00000019456,Kars
ENSRNOG00000057688,Kars
ENSRNOG00000007160,Kat14
ENSRNOG00000050475,Kat15
ENSRNOG00000018364,Kat2a
ENSRNOG00000057023,Kat2a
ENSRNOG00000011871,Kat2b
ENSRNOG00000053339,Kat2b
ENSRNOG00000025174,Kat6a
ENSRNOG00000060064,Kat6a
ENSRNOG00000012850,Kat6b
ENSRNOG00000053893,Kat6b
ENSRNOG00000022664,Kat7
ENSRNOG00000019585,Kat8
ENSRNOG00000059256,Kat8
ENSRNOG00000057767,Kat9
ENSRNOG00000014996,Katna1
ENSRNOG00000055088,Katna2
ENSRNOG00000000916,Katnal1
ENSRNOG00000017788,Katnal2
ENSRNOG00000045533,Katnal2
ENSRNOG00000056685,Katnal3
ENSRNOG00000014626,Katnb1
ENSRNOG00000054888,Katnb2
ENSRNOG00000016058,Kazald1
ENSRNOG00000055653,Kazald2
ENSRNOG00000014322,Kazn
ENSRNOG00000054710,Kazn
ENSRNOG00000009105,Kb15
ENSRNOG00000051759,Kb16
ENSRNOG00000030814,Kb23
ENSRNOG00000061921,Kb24
ENSRNOG00000012333,Kbtbd11
ENSRNOG00000053594,Kbtbd12
ENSRNOG00000013809,Kbtbd2
ENSRNOG00000022252,Kbtbd3
ENSRNOG00000054410,Kbtbd3
ENSRNOG00000009397,Kbtbd4
ENSRNOG00000059121,Kbtbd4
ENSRNOG00000051932,Kbtbd5
ENSRNOG00000011657,Kbtbd6
ENSRNOG00000053234,Kbtbd7
ENSRNOG00000013390,Kbtbd8
ENSRNOG00000054178,Kbtbd9
ENSRNOG00000015097,Kcmf1
ENSRNOG00000055139,Kcmf2
ENSRNOG00000019750,Kcna1
ENSRNOG00000018285,Kcna2
ENSRNOG00000057867,Kcna2
ENSRNOG00000056973,Kcna3
ENSRNOG00000004918,Kcna4
ENSRNOG00000019719,Kcna5
ENSRNOG00000048801,Kcna5
ENSRNOG00000057845,Kcna6
ENSRNOG00000020779,Kcna7
ENSRNOG00000058469,Kcna8
ENSRNOG00000011550,Kcnab2
ENSRNOG00000008480,Kcnab3
ENSRNOG00000053168,Kcnab3
ENSRNOG00000051409,Kcnab4
ENSRNOG00000028991,Kcnb2
ENSRNOG00000061280,Kcnb3
ENSRNOG00000004077,Kcnc2
ENSRNOG00000019959,Kcnc3
ENSRNOG00000048073,Kcnc3
ENSRNOG00000057975,Kcnc4
ENSRNOG00000039544,Kcnd1
ENSRNOG00000014686,Kcnd3
ENSRNOG00000054925,Kcnd4
ENSRNOG00000001984,Kcne1
ENSRNOG00000029811,Kcne2
ENSRNOG00000046428,Kcne2
ENSRNOG00000017054,Kcne3
ENSRNOG00000061564,Kcne3
ENSRNOG00000056271,Kcne4
ENSRNOG00000019176,Kcne5
ENSRNOG00000057519,Kcne6
ENSRNOG00000024310,Kcnf1
ENSRNOG00000059770,Kcnf2
ENSRNOG00000004535,Kcng3
ENSRNOG00000015746,Kcng4
ENSRNOG00000048474,Kcng4
ENSRNOG00000055488,Kcng5
ENSRNOG00000003841,Kcnh1
ENSRNOG00000009872,Kcnh2
ENSRNOG00000047872,Kcnh2
ENSRNOG00000052195,Kcnh3
ENSRNOG00000018790,Kcnh4
ENSRNOG00000009542,Kcnh5
ENSRNOG00000057286,Kcnh5
ENSRNOG00000008078,Kcnh6
ENSRNOG00000052013,Kcnh6
ENSRNOG00000007528,Kcnh7
ENSRNOG00000051182,Kcnh7
ENSRNOG00000050763,Kcnh8
ENSRNOG00000005365,Kcnip1
ENSRNOG00000018018,Kcnip2
ENSRNOG00000049142,Kcnip2
ENSRNOG00000014152,Kcnip3
ENSRNOG00000056823,Kcnip3
ENSRNOG00000032350,Kcnip4
ENSRNOG00000054603,Kcnip4
ENSRNOG00000007705,Kcnj10
ENSRNOG00000050855,Kcnj10
ENSRNOG00000021128,Kcnj11
ENSRNOG00000050910,Kcnj11
ENSRNOG00000002303,Kcnj12
ENSRNOG00000058695,Kcnj12
ENSRNOG00000016057,Kcnj13
ENSRNOG00000046691,Kcnj13
ENSRNOG00000021056,Kcnj14
ENSRNOG00000055652,Kcnj14
ENSRNOG00000001656,Kcnj15
ENSRNOG00000058642,Kcnj15
ENSRNOG00000004713,Kcnj16
ENSRNOG00000046181,Kcnj16
ENSRNOG00000048618,Kcnj17
ENSRNOG00000004720,Kcnj2
ENSRNOG00000005369,Kcnj3
ENSRNOG00000048626,Kcnj3
ENSRNOG00000013869,Kcnj4
ENSRNOG00000049154,Kcnj4
ENSRNOG00000033796,Kcnj5
ENSRNOG00000054445,Kcnj5
ENSRNOG00000001658,Kcnj6
ENSRNOG00000046183,Kcnj7
ENSRNOG00000013463,Kcnj8
ENSRNOG00000007645,Kcnj9
ENSRNOG00000054220,Kcnj9
ENSRNOG00000019937,Kcnk1
ENSRNOG00000003813,Kcnk10
ENSRNOG00000051852,Kcnk10
ENSRNOG00000047851,Kcnk11
ENSRNOG00000016110,Kcnk12
ENSRNOG00000055683,Kcnk13
ENSRNOG00000010816,Kcnk15
ENSRNOG00000006422,Kcnk16
ENSRNOG00000052740,Kcnk16
ENSRNOG00000049928,Kcnk17
ENSRNOG00000032706,Kcnk18
ENSRNOG00000002653,Kcnk2
ENSRNOG00000057962,Kcnk2
ENSRNOG00000009790,Kcnk3
ENSRNOG00000046959,Kcnk3
ENSRNOG00000021140,Kcnk4
ENSRNOG00000052151,Kcnk4
ENSRNOG00000058705,Kcnk5
ENSRNOG00000020598,Kcnk6
ENSRNOG00000020784,Kcnk7
ENSRNOG00000058350,Kcnk7
ENSRNOG00000058473,Kcnk8
ENSRNOG00000009265,Kcnk9
ENSRNOG00000005985,Kcnma1
ENSRNOG00000049639,Kcnma2
ENSRNOG00000005465,Kcnmb1
ENSRNOG00000010094,Kcnmb2
ENSRNOG00000049225,Kcnmb2
ENSRNOG00000027836,Kcnmb3
ENSRNOG00000052326,Kcnmb3
ENSRNOG00000060892,Kcnmb4
ENSRNOG00000029264,Kcnn1
ENSRNOG00000016675,Kcnn2
ENSRNOG00000061382,Kcnn2
ENSRNOG00000020706,Kcnn3
ENSRNOG00000056035,Kcnn3
ENSRNOG00000019440,Kcnn4
ENSRNOG00000058429,Kcnn4
ENSRNOG00000057678,Kcnn5
ENSRNOG00000020532,Kcnq1
ENSRNOG00000011624,Kcnq2
ENSRNOG00000058315,Kcnq2
ENSRNOG00000005206,Kcnq3
ENSRNOG00000053210,Kcnq3
ENSRNOG00000049017,Kcnq4
ENSRNOG00000013781,Kcnq5
ENSRNOG00000054392,Kcnq6
ENSRNOG00000021831,Kcnrg
ENSRNOG00000058995,Kcnrg
ENSRNOG00000013681,Kcns1
ENSRNOG00000011369,Kcns2
ENSRNOG00000054334,Kcns2
ENSRNOG00000004899,Kcns3
ENSRNOG00000053062,Kcns3
ENSRNOG00000048778,Kcns4
ENSRNOG00000017283,Kcnt1
ENSRNOG00000013312,Kcnt2
ENSRNOG00000056406,Kcnt2
ENSRNOG00000054131,Kcnt3
ENSRNOG00000014741,Kcnu1
ENSRNOG00000054953,Kcnu2
ENSRNOG00000004117,Kcnv1
ENSRNOG00000012566,Kcnv2
ENSRNOG00000048113,Kcnv2
ENSRNOG00000053724,Kcnv3
ENSRNOG00000021855,Kcp
ENSRNOG00000059002,Kcp
ENSRNOG00000016467,Kctd1
ENSRNOG00000053940,Kctd10
ENSRNOG00000015669,Kctd11
ENSRNOG00000055448,Kctd12
ENSRNOG00000020010,Kctd13
ENSRNOG00000012494,Kctd14
ENSRNOG00000058010,Kctd14
ENSRNOG00000021137,Kctd15
ENSRNOG00000053683,Kctd15
ENSRNOG00000058702,Kctd16
ENSRNOG00000000231,Kctd17
ENSRNOG00000027091,Kctd18
ENSRNOG00000043068,Kctd18
ENSRNOG00000016760,Kctd19
ENSRNOG00000060684,Kctd19
ENSRNOG00000023764,Kctd2
ENSRNOG00000055907,Kctd2
ENSRNOG00000000517,Kctd20
ENSRNOG00000056092,Kctd20
ENSRNOG00000024793,Kctd21
ENSRNOG00000043425,Kctd21
ENSRNOG00000059929,Kctd22
ENSRNOG00000002627,Kctd3
ENSRNOG00000059609,Kctd3
ENSRNOG00000046941,Kctd4
ENSRNOG00000007817,Kctd6
ENSRNOG00000042384,Kctd7
ENSRNOG00000051010,Kctd7
ENSRNOG00000012951,Kctd9
ENSRNOG00000011740,Kdelc1
ENSRNOG00000007177,Kdelc2
ENSRNOG00000053275,Kdelc2
ENSRNOG00000050482,Kdelc3
ENSRNOG00000021082,Kdelr1
ENSRNOG00000001083,Kdelr2
ENSRNOG00000058661,Kdelr2
ENSRNOG00000013577,Kdelr3
ENSRNOG00000045672,Kdelr3
ENSRNOG00000054277,Kdelr4
ENSRNOG00000022372,Kdm1a
ENSRNOG00000059162,Kdm1a
ENSRNOG00000016519,Kdm1b
ENSRNOG00000055939,Kdm1b
ENSRNOG00000019145,Kdm2a
ENSRNOG00000057501,Kdm2a
ENSRNOG00000025702,Kdm2b
ENSRNOG00000060246,Kdm2b
ENSRNOG00000007814,Kdm3a
ENSRNOG00000051006,Kdm3a
ENSRNOG00000019956,Kdm4a
ENSRNOG00000057972,Kdm4a
ENSRNOG00000006644,Kdm4c
ENSRNOG00000050067,Kdm4c
ENSRNOG00000024726,Kdm4d
ENSRNOG00000059908,Kdm4d
ENSRNOG00000010591,Kdm5a
ENSRNOG00000052605,Kdm5a
ENSRNOG00000037613,Kdm6b
ENSRNOG00000015180,Kdm8
ENSRNOG00000055178,Kdm9
ENSRNOG00000002781,Kdsr
ENSRNOG00000047039,Kdsr
ENSRNOG00000020878,Keap1
ENSRNOG00000058526,Keap2
ENSRNOG00000015682,Kel
ENSRNOG00000055458,Kel
ENSRNOG00000004635,Kera
ENSRNOG00000048553,Kera
ENSRNOG00000028595,Khdc1
ENSRNOG00000061149,Khdc2
ENSRNOG00000012284,Khdrbs2
ENSRNOG00000009539,Khdrbs3
ENSRNOG00000053571,Khdrbs3
ENSRNOG00000052011,Khdrbs4
ENSRNOG00000008047,Khk
ENSRNOG00000051159,Khk
ENSRNOG00000020506,Khnyn
ENSRNOG00000058303,Khnyn
ENSRNOG00000023176,Kidins220
ENSRNOG00000059430,Kidins221
ENSRNOG00000058536,Kif10
ENSRNOG00000007080,Kif12
ENSRNOG00000050413,Kif13
ENSRNOG00000001455,Kif13a
ENSRNOG00000046028,Kif13a
ENSRNOG00000013089,Kif13b
ENSRNOG00000054011,Kif13b
ENSRNOG00000037211,Kif14
ENSRNOG00000004951,Kif16b
ENSRNOG00000048834,Kif16b
ENSRNOG00000014970,Kif17
ENSRNOG00000055075,Kif18
ENSRNOG00000005037,Kif18a
ENSRNOG00000048889,Kif18a
ENSRNOG00000021713,Kif18b
ENSRNOG00000058944,Kif18b
ENSRNOG00000003105,Kif19
ENSRNOG00000023993,Kif1a
ENSRNOG00000059670,Kif1a
ENSRNOG00000000395,Kif1bp
ENSRNOG00000043193,Kif1bp
ENSRNOG00000031364,Kif1c
ENSRNOG00000047313,Kif20
ENSRNOG00000024428,Kif20a
ENSRNOG00000059803,Kif20a
ENSRNOG00000018929,Kif20b
ENSRNOG00000057371,Kif20b
ENSRNOG00000014844,Kif21a
ENSRNOG00000055006,Kif21a
ENSRNOG00000008471,Kif21b
ENSRNOG00000051402,Kif21b
ENSRNOG00000020281,Kif22
ENSRNOG00000014080,Kif23
ENSRNOG00000058159,Kif23
ENSRNOG00000012735,Kif24
ENSRNOG00000054565,Kif24
ENSRNOG00000053823,Kif25
ENSRNOG00000013661,Kif26a
ENSRNOG00000054323,Kif26a
ENSRNOG00000028624,Kif26b
ENSRNOG00000061157,Kif26b
ENSRNOG00000019257,Kif27
ENSRNOG00000057569,Kif28
ENSRNOG00000014000,Kif2a
ENSRNOG00000054518,Kif2a
ENSRNOG00000002535,Kif2b
ENSRNOG00000046867,Kif2b
ENSRNOG00000019100,Kif2c
ENSRNOG00000057476,Kif2c
ENSRNOG00000007515,Kif3a
ENSRNOG00000050748,Kif3a
ENSRNOG00000010361,Kif3b
ENSRNOG00000052474,Kif3b
ENSRNOG00000011394,Kif3c
ENSRNOG00000053075,Kif3c
ENSRNOG00000038035,Kif4a
ENSRNOG00000005299,Kif5a
ENSRNOG00000049090,Kif5a
ENSRNOG00000017466,Kif5b
ENSRNOG00000056510,Kif5b
ENSRNOG00000004680,Kif5c
ENSRNOG00000048585,Kif5c
ENSRNOG00000011453,Kif6
ENSRNOG00000026857,Kif7
ENSRNOG00000053111,Kif7
ENSRNOG00000060593,Kif8
ENSRNOG00000020891,Kif9
ENSRNOG00000002544,Kifap3
ENSRNOG00000046881,Kifap4
ENSRNOG00000000479,Kifc1
ENSRNOG00000043358,Kifc2
ENSRNOG00000014087,Kifc3
ENSRNOG00000054570,Kifc4
ENSRNOG00000026690,Kin
ENSRNOG00000060542,Kin
ENSRNOG00000027843,Kir3dl1
ENSRNOG00000060896,Kir3dl2
ENSRNOG00000016408,Kirrel
ENSRNOG00000055871,Kirrel
ENSRNOG00000020864,Kirrel2
ENSRNOG00000009772,Kirrel3
ENSRNOG00000058515,Kirrel3
ENSRNOG00000052140,Kirrel4
ENSRNOG00000011954,Kiss1r
ENSRNOG00000053385,Kiss1r
ENSRNOG00000002227,Kit
ENSRNOG00000046641,Kit
ENSRNOG00000005386,Kitlg
ENSRNOG00000049173,Kitlg
ENSRNOG00000025141,Kiz
ENSRNOG00000060051,Kiz
ENSRNOG00000001092,Kl
ENSRNOG00000045678,Kl
ENSRNOG00000002834,Klb
ENSRNOG00000047088,Klb
ENSRNOG00000011572,Klc1
ENSRNOG00000020299,Klc2
ENSRNOG00000053181,Klc2
ENSRNOG00000018101,Klc3
ENSRNOG00000058169,Klc3
ENSRNOG00000018168,Klc4
ENSRNOG00000056869,Klc4
ENSRNOG00000056910,Klc5
ENSRNOG00000003443,Klf1
ENSRNOG00000006118,Klf10
ENSRNOG00000054646,Klf10
ENSRNOG00000049743,Klf11
ENSRNOG00000009145,Klf12
ENSRNOG00000015822,Klf13
ENSRNOG00000051780,Klf13
ENSRNOG00000027557,Klf14
ENSRNOG00000055529,Klf14
ENSRNOG00000017808,Klf15
ENSRNOG00000060826,Klf15
ENSRNOG00000033694,Klf16
ENSRNOG00000056694,Klf16
ENSRNOG00000019479,Klf17
ENSRNOG00000057705,Klf18
ENSRNOG00000014205,Klf2
ENSRNOG00000047571,Klf2
ENSRNOG00000002163,Klf3
ENSRNOG00000054641,Klf3
ENSRNOG00000016299,Klf4
ENSRNOG00000046577,Klf4
ENSRNOG00000008785,Klf5
ENSRNOG00000055803,Klf5
ENSRNOG00000016885,Klf6
ENSRNOG00000051581,Klf6
ENSRNOG00000012961,Klf7
ENSRNOG00000056161,Klf7
ENSRNOG00000039057,Klf8
ENSRNOG00000053949,Klf8
ENSRNOG00000014215,Klf9
ENSRNOG00000004425,Klhdc1
ENSRNOG00000010267,Klhdc10
ENSRNOG00000048036,Klhdc10
ENSRNOG00000052428,Klhdc11
ENSRNOG00000004474,Klhdc2
ENSRNOG00000048384,Klhdc2
ENSRNOG00000017495,Klhdc3
ENSRNOG00000048421,Klhdc3
ENSRNOG00000018801,Klhdc4
ENSRNOG00000056526,Klhdc4
ENSRNOG00000057293,Klhdc5
ENSRNOG00000018867,Klhdc7a
ENSRNOG00000057337,Klhdc7a
ENSRNOG00000032419,Klhdc7b
ENSRNOG00000000036,Klhdc8a
ENSRNOG00000042840,Klhdc8a
ENSRNOG00000004022,Klhdc9
ENSRNOG00000031100,Klhl1
ENSRNOG00000016749,Klhl10
ENSRNOG00000049858,Klhl10
ENSRNOG00000016921,Klhl11
ENSRNOG00000056083,Klhl11
ENSRNOG00000004193,Klhl12
ENSRNOG00000056183,Klhl12
ENSRNOG00000014029,Klhl13
ENSRNOG00000048187,Klhl13
ENSRNOG00000015418,Klhl14
ENSRNOG00000054534,Klhl14
ENSRNOG00000006515,Klhl15
ENSRNOG00000055305,Klhl15
ENSRNOG00000049985,Klhl16
ENSRNOG00000020302,Klhl17
ENSRNOG00000020880,Klhl18
ENSRNOG00000058173,Klhl18
ENSRNOG00000058528,Klhl19
ENSRNOG00000029441,Klhl2
ENSRNOG00000062020,Klhl2
ENSRNOG00000002875,Klhl20
ENSRNOG00000003334,Klhl21
ENSRNOG00000047116,Klhl21
ENSRNOG00000001878,Klhl22
ENSRNOG00000047508,Klhl22
ENSRNOG00000007981,Klhl23
ENSRNOG00000046356,Klhl23
ENSRNOG00000033372,Klhl24
ENSRNOG00000051112,Klhl24
ENSRNOG00000010959,Klhl25
ENSRNOG00000020088,Klhl26
ENSRNOG00000052826,Klhl26
ENSRNOG00000058056,Klhl27
ENSRNOG00000004218,Klhl28
ENSRNOG00000005371,Klhl29
ENSRNOG00000048207,Klhl29
ENSRNOG00000019533,Klhl3
ENSRNOG00000061435,Klhl3
ENSRNOG00000020105,Klhl30
ENSRNOG00000049158,Klhl30
ENSRNOG00000006224,Klhl31
ENSRNOG00000058063,Klhl31
ENSRNOG00000007441,Klhl32
ENSRNOG00000049791,Klhl32
ENSRNOG00000025868,Klhl33
ENSRNOG00000050688,Klhl33
ENSRNOG00000024479,Klhl34
ENSRNOG00000060297,Klhl34
ENSRNOG00000017365,Klhl35
ENSRNOG00000059823,Klhl35
ENSRNOG00000016422,Klhl36
ENSRNOG00000056448,Klhl36
ENSRNOG00000055883,Klhl37
ENSRNOG00000007896,Klhl38
ENSRNOG00000051058,Klhl39
ENSRNOG00000005215,Klhl4
ENSRNOG00000057737,Klhl4
ENSRNOG00000019390,Klhl40
ENSRNOG00000007461,Klhl41
ENSRNOG00000057650,Klhl41
ENSRNOG00000001844,Klhl42
ENSRNOG00000050703,Klhl42
ENSRNOG00000046324,Klhl43
ENSRNOG00000008421,Klhl5
ENSRNOG00000049021,Klhl5
ENSRNOG00000001908,Klhl6
ENSRNOG00000051371,Klhl6
ENSRNOG00000010453,Klhl7
ENSRNOG00000046369,Klhl7
ENSRNOG00000002214,Klhl8
ENSRNOG00000052522,Klhl8
ENSRNOG00000006335,Klhl9
ENSRNOG00000046629,Klhl9
ENSRNOG00000032857,Klk1
ENSRNOG00000030281,Klk10
ENSRNOG00000059144,Klk10
ENSRNOG00000018742,Klk11
ENSRNOG00000061737,Klk11
ENSRNOG00000034012,Klk12
ENSRNOG00000057255,Klk12
ENSRNOG00000022353,Klk13
ENSRNOG00000033706,Klk14
ENSRNOG00000059156,Klk14
ENSRNOG00000033805,Klk15
ENSRNOG00000029237,Klk1c2
ENSRNOG00000033414,Klk1c3
ENSRNOG00000061372,Klk1c3
ENSRNOG00000018864,Klk4
ENSRNOG00000018831,Klk5
ENSRNOG00000057335,Klk5
ENSRNOG00000031927,Klk6
ENSRNOG00000057312,Klk6
ENSRNOG00000018664,Klk7
ENSRNOG00000018580,Klk8
ENSRNOG00000057206,Klk8
ENSRNOG00000022313,Klk9
ENSRNOG00000057166,Klk9
ENSRNOG00000014118,Klkb1
ENSRNOG00000054586,Klkb2
ENSRNOG00000031515,Klra2
ENSRNOG00000007310,Klrb1a
ENSRNOG00000050573,Klrb1a
ENSRNOG00000007811,Klrb1c
ENSRNOG00000051005,Klrb1c
ENSRNOG00000014918,Klrg1
ENSRNOG00000006814,Klrg2
ENSRNOG00000055051,Klrg2
ENSRNOG00000050192,Klrg3
ENSRNOG00000003709,Kmo
ENSRNOG00000047760,Kmo
ENSRNOG00000015133,Kmt2a
ENSRNOG00000055152,Kmt2a
ENSRNOG00000021614,Kmt2e
ENSRNOG00000058911,Kmt2e
ENSRNOG00000001062,Kmt5a
ENSRNOG00000045648,Kmt5a
ENSRNOG00000016790,Kmt5b
ENSRNOG00000056109,Kmt5b
ENSRNOG00000017508,Kmt5c
ENSRNOG00000056533,Kmt5c
ENSRNOG00000037618,Kncn
ENSRNOG00000027240,Kndc1
ENSRNOG00000060730,Kndc2
ENSRNOG00000030387,Kng1
ENSRNOG00000061773,Kng2
ENSRNOG00000009334,Knstrn
ENSRNOG00000051898,Knstrn
ENSRNOG00000033658,Kntc1
ENSRNOG00000015329,Kpna2
ENSRNOG00000014945,Kpna3
ENSRNOG00000055258,Kpna3
ENSRNOG00000010768,Kpna4
ENSRNOG00000055061,Kpna4
ENSRNOG00000030109,Kpna5
ENSRNOG00000052709,Kpna5
ENSRNOG00000000127,Kpna6
ENSRNOG00000061667,Kpna6
ENSRNOG00000042296,Kpna7
ENSRNOG00000042960,Kpna7
ENSRNOG00000009275,Kpnb1
ENSRNOG00000051859,Kpnb2
ENSRNOG00000028865,Kprp
ENSRNOG00000061237,Kprp
ENSRNOG00000001493,Kptn
ENSRNOG00000046053,Kptn
ENSRNOG00000009338,Kras
ENSRNOG00000051900,Kras
ENSRNOG00000007405,Krba1
ENSRNOG00000050653,Krba2
ENSRNOG00000007124,Krcc1
ENSRNOG00000050447,Krcc2
ENSRNOG00000004122,Kremen2
ENSRNOG00000048116,Kremen3
ENSRNOG00000007937,Krit1
ENSRNOG00000051082,Krit2
ENSRNOG00000004035,Krr1
ENSRNOG00000048049,Krr2
ENSRNOG00000028996,Krt1
ENSRNOG00000030170,Krt10
ENSRNOG00000054740,Krt10
ENSRNOG00000061692,Krt11
ENSRNOG00000011986,Krt12
ENSRNOG00000014070,Krt13
ENSRNOG00000053404,Krt13
ENSRNOG00000003899,Krt14
ENSRNOG00000054558,Krt14
ENSRNOG00000014099,Krt15
ENSRNOG00000047926,Krt15
ENSRNOG00000014441,Krt16
ENSRNOG00000054578,Krt16
ENSRNOG00000026371,Krt17
ENSRNOG00000054773,Krt17
ENSRNOG00000060452,Krt18
ENSRNOG00000014233,Krt19
ENSRNOG00000009563,Krt2
ENSRNOG00000061283,Krt2
ENSRNOG00000027139,Krt20
ENSRNOG00000054654,Krt20
ENSRNOG00000060697,Krt21
ENSRNOG00000010839,Krt222
ENSRNOG00000052753,Krt223
ENSRNOG00000011907,Krt23
ENSRNOG00000010970,Krt24
ENSRNOG00000053357,Krt24
ENSRNOG00000011196,Krt25
ENSRNOG00000052832,Krt25
ENSRNOG00000033617,Krt26
ENSRNOG00000052968,Krt26
ENSRNOG00000011628,Krt27
ENSRNOG00000011846,Krt28
ENSRNOG00000053213,Krt28
ENSRNOG00000053325,Krt29
ENSRNOG00000052022,Krt3
ENSRNOG00000030344,Krt31
ENSRNOG00000013611,Krt32
ENSRNOG00000061760,Krt32
ENSRNOG00000054300,Krt33
ENSRNOG00000013754,Krt35
ENSRNOG00000031805,Krt36
ENSRNOG00000054376,Krt36
ENSRNOG00000031422,Krt39
ENSRNOG00000032332,Krt4
ENSRNOG00000013896,Krt40
ENSRNOG00000054460,Krt41
ENSRNOG00000034087,Krt42
ENSRNOG00000008057,Krt7
ENSRNOG00000030876,Krt72
ENSRNOG00000025087,Krt73
ENSRNOG00000061943,Krt73
ENSRNOG00000060035,Krt74
ENSRNOG00000031785,Krt76
ENSRNOG00000036865,Krt77
ENSRNOG00000009779,Krt8
ENSRNOG00000051169,Krt8
ENSRNOG00000025994,Krt80
ENSRNOG00000036871,Krt81
ENSRNOG00000060335,Krt81
ENSRNOG00000033403,Krt82
ENSRNOG00000032859,Krt83
ENSRNOG00000008819,Krt84
ENSRNOG00000008436,Krt85
ENSRNOG00000051600,Krt85
ENSRNOG00000008367,Krt86
ENSRNOG00000051380,Krt86
